NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw
HU110,-0.0387864228066069,-0.05263286537503073,-0.03048951161416962,-0.015093291404822089,110,0.764
HU120,-0.03838352194519003,-0.050437854052640035,-0.028556036459935936,-0.013787216465857193,114,0.728
HU211,-0.041088680639405545,-0.05784400677399131,-0.030179690944084205,-0.012085727233693175,105,0.733
HU212,-0.038830150196123514,-0.0550408967253126,-0.030673662960864552,-0.014477316552095058,106,0.755
HU213,-0.04487436331553717,-0.05881838294668211,-0.0370037720831219,-0.014601346891014274,98,0.765
HU221,-0.03877293269784966,-0.05298914159298149,-0.03359839568334749,-0.01456734622309314,103,0.757
HU222,-0.04587060880635413,-0.06413744630242413,-0.034263628051521555,-0.015521144011435065,102,0.775
HU223,-0.04458228513567668,-0.06147768107722614,-0.034447507174526944,-0.013140081375122924,104,0.731
HU231,-0.038402564992747294,-0.052592507296322887,-0.029739542700646788,-0.01501546697186053,113,0.77
HU232,-0.03918934626464137,-0.05163369914753805,-0.03163678270153063,-0.015587834091702973,110,0.782
HU233,-0.04093669711842562,-0.05441661293077032,-0.030066124396305606,-0.014396036069435104,109,0.752
HU311,-0.03865607607598138,-0.05240539362236719,-0.030654884895599227,-0.014182896235251203,110,0.745
HU312,-0.0426471256308221,-0.05705218567728547,-0.032454566796314685,-0.014623072851237918,107,0.757
HU313,-0.040598746802691495,-0.05504370626695396,-0.031201930455383504,-0.0159962408334611,107,0.785
HU321,-0.03892959417671918,-0.055886444470929435,-0.03421750698583106,-0.014166038495547819,109,0.743
HU322,-0.04032664581600079,-0.05608696657284752,-0.030503126193155344,-0.016159352432262783,110,0.764
HU323,-0.03692826192780732,-0.050356898671957404,-0.027983263975556727,-0.012430116325456318,113,0.726
HU331,-0.0350694790864997,-0.04724100064530187,-0.026793628950054934,-0.013580775246662699,119,0.714
HU332,-0.03793625582903348,-0.05358739818308107,-0.029937538196168713,-0.0135529921042481,120,0.725
HU333,-0.032853999348484625,-0.044750809905959706,-0.024779367644998402,-0.012428650146128171,119,0.714
